"","PRT_ID","AREA","INT_SQFT","DATE_SALE","DIST_MAINROAD","N_BEDROOM","N_BATHROOM","N_ROOM","SALE_COND","PARK_FACIL","DATE_BUILD","BUILDTYPE","UTILITY_AVAIL","STREET","MZZONE","REG_FEE","COMMIS","SALES_PRICE"
"957","P01480","Adyar",604,"07-04-2012",156,1,1,2,"AbNormal","Yes","13-04-1988","Others","AllPub","No Access","I",246580,94838,6322560
"958","P02935","Velachery",1672,"26-06-2011",194,2,1,4,"Partial","No","01-07-1989","Others","AllPub","Gravel","RM",414380,163571,10904740
"959","P02749","KK Nagar",2382,"06-08-2011",49,4,2,6,"Family","No","12-08-1986","Commercial","NoSeWa","Gravel","RL",582166,418432,18192700
"960","P07350","KK Nagar",1324,"13-12-2008",85,1,1,3,"Normal Sale","Yes","20-12-1983","House","NoSeWa","Paved","RL",322657,89627,8962700
"961","P02512","Karapakkam",1198,"19-09-2011",51,1,1,3,"Family","Yes","28-09-1975","Commercial","ELO","Gravel","RH",466356,116589,10599000
"962","P01768","Karapakkam",1347,"10-02-2012",41,2,2,4,"Family","No","17-02-1981","Others","ELO","Gravel","RL",405175,140571,8268875
"963","P09798","Velachery",1845,"23-06-2005",45,3,2,5,"Partial","Yes","29-06-1982","Others","NoSewr ","Gravel","RH",376053,170933,11395560
"964","P04247","Karapakkam",1569,"07-10-2010",66,2,2,4,"AdjLand","No","10-10-1998","House","AllPub","Gravel","RH",334115,87925,8792500
"965","P00535","T Nagar",1548,"25-01-2014",149,1,1,4,"Normal Sale","No","31-01-1991","Others","ELO","Gravel","RM",529978,79497,13249450
"966","P00019","Chrompet",1143,"09-02-2015",105,1,1,3,"Normal Sale","Yes","11-02-2006","Others","NoSeWa","No Access","RH",307087,102362,9305660
"967","P01862","Chrompet",1127,"26-01-2012",185,1,1,3,"Normal Sale","No","29-01-1998","House","NoSewr ","Gravel","RL",239151,73585,9198100
"968","P04422","Karapakkam",585,"03-09-2010",101,1,1,2,"AdjLand","Yes","07-09-1995","House","NoSeWa","No Access","A",195338,42974,3906750
"969","P03232","KK Nagar",1823,"30-04-2011",69,3,2,5,"Partial","No","05-05-1989","Others","NoSewr ","Gravel","RL",376198,85988,10748500
"970","P07281","KK Nagar",1891,"31-12-2008",64,3,2,5,"AbNormal","Yes","05-01-1990","Commercial","NoSewr ","Paved","RM",775789,202380,16864980
"971","P09970","Velachery",1781,"16-06-2004",103,2,1,4,"AbNormal","No","29-06-1953","House","NoSewr ","Gravel","C",310062,166957,7950320
"972","P08210","KK Nagar",2328,"22-03-2008",58,4,2,6,"AbNormal","Yes","28-03-1986","Commercial","NoSewr ","Gravel","RH",913666,466156,18646240
"973","P09643","Velachery",1958,"05-05-2006",154,3,2,5,"Partial","No","14-05-1969","Others","NoSewr ","Gravel","C",341704,75934,9491790
"974","P02222","Karapakkam",977,"12-11-2011",39,1,1,3,"Partial","No","15-11-1996","Commercial","NoSewr ","Paved","C",354763,149000,7095250
"975","P08383","Adyar",797,"21-01-2008",74,1,1,2,"AdjLand","Yes","30-01-1969","House","ELO","No Access","RL",239253,111651,7975085
"976","P04070","Chrompet",700,"14-11-2010",66,1,1,2,"Normal Sale","Yes","17-11-1997","House","AllPub","No Access","RH",223160,104606,6973750
"977","P04398","Karapakkam",1483,"08-09-2010",21,2,2,4,"AdjLand","Yes","09-09-2005","Others","NoSeWa","Gravel","RH",351133,190615,10032375
"978","P05380","Chrompet",843,"06-03-2010",99,1,1,3,"AbNormal","No","15-03-1974","Others","AllPub","Paved","RL",250013,125007,7812910
"979","P03633","Karapakkam",1464,"10-02-2011",185,2,2,4,"Partial","Yes","11-02-2006","Others","NoSewr ","Gravel","I",431460,134831,8988750
"980","P08340","Adyar",858,"07-02-2008",149,1,1,3,"Family","Yes","10-02-1995","House","NoSeWa","Paved","RM",315582,47815,9563095
"981","P07171","KK Nagar",1927,"30-01-2009",36,3,2,5,"AbNormal","Yes","01-02-2001","Commercial","NoSeWa","Gravel","RM",688403,229468,17651360
"982","P00929","T Nagar",1664,"24-04-2013",90,1,1,4,"AbNormal","No","29-04-1995","Others","NoSewr ","Gravel","RL",416258,67138,13427680
"983","P04617","Adyar",1293,"30-07-2010",136,2,2,4,"AdjLand","No","31-07-2005","House","NoSeWa","No Access","RH",327754,45521,9104275
"984","P08966","Anna Nagar",1681,"01-06-2007",93,1,1,4,"Normal Sale","No","02-06-2002","Commercial","ELO","No Access","RL",677555,329621,18312300
"985","P01270","Chrompet",1073,"13-09-2012",163,1,1,3,"AdjLand","Yes","18-09-1995","Others","NoSeWa","Paved","RH",253785,29283,9760960
"986","P07501","Chrompet",916,"21-10-2008",109,1,1,3,"AbNormal","No","25-10-1992","House","AllPub","No Access","RL",212274,87838,7319800
"987","P07768","Velachery",1617,"08-08-2008",18,2,1,4,"AbNormal","No","15-08-1981","Commercial","NoSewr ","Gravel","A",389353,97338,12167290
"988","P07480","KK Nagar",2223,"27-10-2008",39,4,2,6,"Normal Sale","No","31-10-1994","House","AllPub","Gravel","RL",390709,260473,11839680
"989","P01172","Chrompet",877,"14-11-2012",21,1,1,3,"Partial","Yes","23-11-1979","Commercial","NoSewr ","Gravel","RM",366588,63205,12640950
"990","P02797","Karapakkam",802,"24-07-2011",18,1,1,2,"Family","Yes","30-07-1985","Commercial","AllPub","No Access","RH",266305,187980,7832500
"991","P07806","KK Nagar",2057,"27-07-2008",131,3,2,5,"Normal Sale","Yes","02-08-1987","House","NoSewr ","Paved","RL",364673,91168,11396020
"992","P00582","Anna Nagar",1990,"23-12-2013",199,2,1,5,"AbNormal","Yes","24-12-2008","House","NoSeWa","Paved","RM",507533,268694,14927450
"993","P04006","Karapakkam",975,"25-11-2010",78,1,1,3,"AdjLand","Yes","27-11-2002","Commercial","NoSewr ","Paved","A",363484,123915,8261000
"994","P08954","T Nagar",1519,"06-06-2007",115,1,1,4,"Family","Yes","15-06-1969","Commercial","NoSewr ","No Access","RM",654117,127189,18169910
"995","P05948","Karapakkam",1537,"22-11-2009",42,2,2,4,"AdjLand","No","28-11-1984","Others","ELO","Paved","RH",359860,147215,8178625
"996","P04363","Karapakkam",1502,"15-09-2010",164,2,2,4,"AbNormal","Yes","25-09-1969","Others","NoSeWa","No Access","C",273757,113509,6677000
"997","P07404","Adyar",1016,"22-11-2008",24,1,1,3,"AbNormal","No","01-12-1972","House","ELO","No Access","RH",246464,91544,7041840
"998","P01451","T Nagar",1502,"28-04-2012",64,1,1,4,"Normal Sale","No","08-05-1974","House","NoSeWa","No Access","RH",320743,179239,9433610
"999","P05237","Karapakkam",1497,"04-04-2010",170,2,2,4,"Family","No","08-04-1994","Others","AllPub","No Access","RL",269441,146968,8164875
"1000","P09484","Adyar",850,"17-11-2006",179,1,1,3,"Partial","No","22-11-1986","House","NoSewr ","Paved","I",223553,52601,6575100
"1001","P04385","Anna Nagar",1940,"12-09-2010",163,2,1,5,"Family","No","23-09-1967","Others","AllPub","Gravel","RL",411770,85194,14198960
"1002","P01787","Karapakkam",1523,"08-02-2012",79,2,2,4,"AbNormal","Yes","15-02-1983","House","ELO","No Access","I",290483,165990,6916250
"1003","P08025","Chrompet",711,"17-05-2008",94,1,1,2,"AbNormal","Yes","26-05-1975","House","ELO","No Access","RH",184282,101673,6354550
"1004","P08469","Velachery",1671,"21-12-2007",62,2,1,4,"AdjLand","No","26-12-1984","House","NoSewr ","Paved","A",286748,73525,7352510
"1005","P09549","Chrompet",1293,"16-10-2006",73,2,1,4,"AbNormal","Yes","20-10-1990","Commercial","NoSeWa","No Access","RH",392498,168214,14017800
"1006","P06019","Karapakkam",1615,"09-11-2009",106,2,2,4,"AdjLand","Yes","15-11-1986","Commercial","ELO","Paved","I",565260,294918,12288250
"1007","P06227","Velachery",1526,"02-10-2009",62,2,1,4,"Partial","Yes","09-10-1982","Others","AllPub","Gravel","C",354564,90914,9091390
"1008","P04033","KK Nagar",2296,"21-11-2010",170,4,2,6,"Family","Yes","24-11-1996","Others","AllPub","Gravel","RM",487132,343858,14327400
"1009","P00637","Anna Nagar",1600,"15-11-2013",92,1,1,4,"Family","No","23-11-1983","House","AllPub","Gravel","RM",483649,235624,12401250
"1010","P02360","Karapakkam",1122,"17-10-2011",115,1,1,3,"Family","No","22-10-1990","Others","ELO","Paved","RM",304571,140571,7809500
"1011","P05408","Chrompet",821,"01-03-2010",79,1,1,3,"AdjLand","No","10-03-1972","Others","NoSeWa","No Access","RH",166962,40071,6678470
"1012","P09615","Velachery",1678,"04-07-2006",19,2,1,4,"AdjLand","Yes","09-07-1984","Commercial","NoSewr ","Gravel","C",563649,303503,14452540
"1013","P03142","Karapakkam",587,"18-05-2011",171,1,1,2,"Partial","Yes","25-05-1981","Others","NoSewr ","Gravel","C",243701,67407,5185125
"1014","P05123","Adyar",613,"26-04-2010",74,1,1,2,"Normal Sale","No","06-05-1971","Others","ELO","Paved","RH",216772,12387,6193485
"1015","P05078","Chrompet",714,"04-05-2010",92,1,1,2,"AbNormal","Yes","07-05-1997","House","NoSewr ","Paved","RL",203624,32580,8144950
"1016","P05751","Karapakkam",596,"29-12-2009",118,1,1,2,"Normal Sale","No","03-01-1990","Commercial","ELO","Gravel","C",207576,138384,5766000
"1017","P06630","KK Nagar",1804,"11-07-2009",75,3,2,5,"Partial","Yes","13-07-2001","Others","NoSeWa","Gravel","RH",376211,232366,11065040
"1018","P04678","Karapakkam",1058,"19-07-2010",111,1,1,3,"Normal Sale","Yes","22-07-1999","Others","AllPub","Gravel","RL",437808,100331,9121000
"1019","P00695","Chrompt",884,"11-10-2013",104,1,1,3,"AdjLand","Yes","15-10-1999","House","NoSeWa","Paved","RM",261060,67682,9668900
"1020","P07765","KK Nagar",2321,"10-08-2008",18,4,2,6,"Normal Sale","No","16-08-1987","House","AllPub","Gravel","RH",440358,112912,11291220
"1021","P06332","Karapakkam",1603,"11-09-2009",70,2,2,4,"Normal Sale","Yes","13-09-2003","Commercial","NoSeWa","Paved","RM",605333,281550,14077500
"1022","P08581","Adyar",715,"31-10-2007",131,1,1,2,"Normal Sale","Yes","02-11-1997","Commercial","ELO","Paved","RH",348864,95145,10571650
"1023","P03690","Karapakkam",1397,"30-01-2011",118,2,2,4,"Partial","Yes","11-02-1963","Commercial","NoSewr ","Paved","C",444960,177984,9888000
"1024","P01615","Anna Nagar",1604,"09-03-2012",188,1,1,4,"Partial","Yes","16-03-1985","Others","NoSewr ","Paved","RL",389564,246724,12985460
"1025","P03901","KK Nagar",1533,"18-12-2010",195,2,1,4,"Normal Sale","No","24-12-1986","Commercial","NoSeWa","Paved","RL",513771,231197,12844280
"1026","P06836","Anna Nagar",1744,"09-05-2009",159,1,1,4,"Family","Yes","13-05-1995","House","ELO","Gravel","RM",511785,138320,13832030
"1027","P09434","Chrompet",1097,"09-12-2006",132,1,1,3,"Partial","No","14-12-1984","House","AllPub","Gravel","RL",228595,35168,8792100
"1028","P06532","Chrompet",748,"30-07-2009",93,1,1,2,"AdjLand","No","07-08-1978","Commercial","AllPub","Gravel","RL",311090,139454,10727250
"1029","P08969","Adyar",847,"31-05-2007",191,1,1,3,"Partial","No","05-06-1984","House","AllPub","No Access","C",157627,15763,5254245
"1030","P08170","T Nagar",1535,"02-04-2008",50,1,1,4,"AdjLand","No","05-04-1996","Commercial","AllPub","Gravel","RH",581244,108983,18163890
"1031","P01900","Karapakkam",1558,"18-01-2012",200,2,2,4,"AdjLand","No","29-01-1967","House","AllPub","Paved","I",239624,77525,7047750
"1032","P02264","Velachery",1696,"03-11-2011",63,2,1,4,"AbNormal","No","06-11-1996","Others","ELO","Paved","RH",303203,142127,9475100
"1033","P01477","Anna Nagar",1868,"11-04-2012",157,2,1,5,"Partial","Yes","16-04-1992","Others","ELO","No Access","RH",367011,131075,13107540
"1034","P05586","Karapakkam",591,"29-01-2010",8,1,1,2,"Partial","No","31-01-2001","Others","AllPub","Gravel","RH",175976,146647,5865875
"1035","P08069","Anna Nagar",1539,"05-05-2008",39,1,1,4,"AbNormal","No","09-05-1992","Others","NoSeWa","No Access","RH",372621,164392,10959440
"1036","P00986","Anna Nagar",1594,"19-03-2013",18,1,1,4,"AbNormal","Yes","30-03-1969","House","NoSeWa","Gravel","RM",490900,167940,12918430
"1037","P09507","Chrompet",1074,"01-11-2006",140,1,1,3,"AbNormal","Yes","08-11-1976","Commercial","AllPub","Paved","RM",435516,168587,14048900
"1038","P09122","Chrompet",736,"02-04-2007",167,1,1,2,"AdjLand","No","04-04-1999","Commercial","AllPub","Gravel","RH",257920,82534,10316800
"1039","P07332","Chrompet",904,"18-12-2008",98,1,1,3,"Family","No","27-12-1975","Others","NoSewr ","Gravel","RH",195796,31327,7831830
"1040","P07120","Chrompet",802,"16-02-2009",107,1,1,3,"AdjLand","Yes","19-02-2000","Commercial","NoSewr ","Gravel","RM",415077,207538,12971150
"1041","P02437","Karapakkam",1445,"04-10-2011",111,2,2,4,"Family","No","13-10-1973","Commercial","NoSewr ","No Access","C",307423,219588,8783500
"1042","P03243","Velachery",1623,"27-04-2011",91,2,1,4,"AdjLand","No","29-04-2003","Others","ELO","Paved","RL",372476,206931,10346560
"1043","P06974","Anna Nagar",1978,"02-04-2009",193,2,1,5,"Normal Sale","Yes","10-04-1979","House","NoSeWa","Paved","RL",401121,96822,13831750
"1044","P01680","Karapakkam",1546,"26-02-2012",105,2,2,4,"AbNormal","No","09-03-1967","Others","NoSewr ","Gravel","RH",375323,158470,8340500
"1045","P03792","KK Nagar",1896,"10-01-2011",182,3,2,5,"Partial","No","13-01-1997","Others","NoSeWa","Paved","RL",460302,230151,10461400
"1046","P06957","KK Nagar",1673,"07-04-2009",47,2,1,4,"AdjLand","Yes","11-04-1992","Commercial","NoSeWa","Gravel","RM",797727,341883,16280140
"1047","P06634","KK Nagar",2334,"10-07-2009",153,4,2,6,"Family","No","12-07-2001","Commercial","AllPub","Paved","RH",836283,313606,17422560
"1048","P00351","Chrompet",1114,"12-06-2014",106,1,1,3,"Partial","No","21-06-1976","House","AllPub","Gravel","RM",304085,101362,9214700
"1049","P01123","Chrompet",776,"09-12-2012",97,1,1,2,"Normal Sale","Yes","12-12-2003","House","ELO","Paved","RL",263602,24713,8237550
"1050","P04899","Karapakkam",1675,"08-06-2010",185,2,2,4,"AdjLand","Yes","09-06-2005","Others","AllPub","Paved","RL",359481,174294,10893375
"1051","P04994","T Nagar",1590,"21-05-2010",39,1,1,4,"AbNormal","Yes","30-05-1975","Commercial","AllPub","Gravel","RM",765428,161143,20142850
"1052","P00261","T Nagar",1639,"19-08-2014",76,1,1,4,"Partial","No","20-08-2008","Commercial","NoSewr ","Gravel","RM",591142,374390,19704720
"1053","P09603","Velachery",1712,"27-07-2006",182,2,1,4,"AbNormal","Yes","07-08-1961","House","NoSeWa","No Access","I",309236,65102,8137800
"1054","P01790","Adyar",1118,"08-02-2012",145,1,1,3,"Normal Sale","Yes","17-02-1974","House","NoSeWa","No Access","RH",275585,33404,8351070
"1055","P08560","Adyar",792,"07-11-2007",93,1,1,2,"Partial","No","09-11-1997","Commercial","AllPub","Paved","I",361842,123788,9522150
"1056","P09309","Adyar",1190,"23-01-2007",37,1,1,3,"Normal Sale","Yes","29-01-1982","House","NoSewr ","No Access","RL",317885,48164,9632875
"1057","P01298","Chrompet",1243,"22-08-2012",77,2,1,4,"AdjLand","No","28-08-1991","House","NoSewr ","Paved","RL",284081,142040,9469350
"1058","P00180","Anna Nagar",1657,"15-10-2014",105,1,1,4,"Normal Sale","No","19-10-1996","House","ELO","Gravel","RL",472532,157511,12116210
"1059","P01166","Chrompet",1008,"18-11-2012",84,1,1,3,"Partial","No","26-11-1980","Others","NoSeWa","Gravel","RM",233124,139874,9324960
"1060","P08516","Velachery",1658,"01-12-2007",19,2,1,4,"Normal Sale","Yes","06-12-1985","Commercial","NoSeWa","Paved","I",563446,183120,14086140
"1061","P06919","KK Nagar",1381,"19-04-2009",127,2,1,4,"Partial","No","21-04-2002","Commercial","NoSewr ","Gravel","RM",625417,119761,13306740
"1062","P01728","Karapakkam",929,"18-02-2012",14,1,1,3,"AbNormal","No","20-02-2003","Commercial","ELO","Paved","I",361841,169373,7698750
"1063","P00281","Chrompet",1166,"30-07-2014",31,1,1,3,"Normal Sale","No","31-07-2009","Others","NoSeWa","Gravel","RL",262422,171584,10093170
"1064","P09014","Chrompet",1239,"13-05-2007",75,2,1,4,"AdjLand","No","20-05-1977","Others","NoSeWa","Gravel","RH",255297,127649,9819130
"1065","P03608","Chrompet",1231,"17-02-2011",120,2,1,4,"Partial","No","22-02-1989","Others","AllPub","Gravel","RH",239824,163080,9592970
"1066","P00266","Anna Nagar",1973,"16-08-2014",49,2,1,5,"Partial","No","26-08-1975","House","ELO","No Access","RM",475737,73190,12198380
"1067","P06606","KK Nagar",2244,"16-07-2009",98,4,2,6,"AdjLand","No","21-07-1988","Others","NoSewr ","Paved","RL",593093,160629,12356100
"1068","P06636","Karapakkam",1577,"09-07-2009",113,2,2,4,"Family","Yes","14-07-1991","Others","NoSeWa","No Access","A",287557,106998,6687375
"1069","P05657","T Nagar",1854,"17-01-2010",5,2,1,5,"Partial","Yes","27-01-1971","Others","NoSeWa","No Access","RH",433973,242514,12763900
"1070","P06762","Chrompet",1109,"02-06-2009",60,1,1,3,"AdjLand","No","05-06-1997","Others","ELO","Paved","RM",302356,171335,10078530
"1071","P05501","KK Nagar",1801,"13-02-2010",115,3,2,5,"AdjLand","No","15-02-2003","House","AllPub","Gravel","RH",331070,165535,10345940
"1072","P01791","Chrompet",1257,"08-02-2012",35,2,1,4,"Partial","No","17-02-1974","Commercial","NoSeWa","Gravel","RL",426985,179058,13773700
"1073","P04147","Karapakkam",531,"27-10-2010",41,1,1,2,"Partial","No","04-11-1976","Others","ELO","No Access","RH",154452,41438,3767125
"1074","P05149","Karapakkam",1380,"19-04-2010",185,2,2,4,"AbNormal","No","26-04-1981","House","NoSeWa","Gravel","RM",396739,198369,8624750
"1075","P08152","KK Nagar",1758,"08-04-2008",14,2,1,4,"Family","No","12-04-1995","House","NoSewr ","Paved","RH",292072,185864,8850660
"1076","P01345","Anna Nagar",1777,"22-07-2012",192,1,1,4,"AbNormal","Yes","24-07-2007","House","AllPub","Paved","RM",569512,113902,14237800
"1077","P01998","Anna Nagar",1943,"31-12-2011",108,2,1,5,"Normal Sale","No","06-01-1986","Others","NoSewr ","Paved","RL",380125,267495,14078710
"1078","P05542","Velachery",1964,"06-02-2010",128,3,2,5,"Normal Sale","Yes","07-02-2005","Others","NoSeWa","No Access","I",417532,139177,10705950
"1079","P06518","Anna Nagar",1777,"02-08-2009",139,1,1,4,"AdjLand","Yes","10-08-1977","Others","ELO","Gravel","RH",452446,268640,14138950
"1080","P03500","Anna Nagar",1751,"16-03-2011",99,1,1,4,"Family","No","21-03-1990","House","ELO","No Access","RH",401345,116179,10561720
"1081","P08226","KK Nagar",1573,"18-03-2008",76,2,1,4,"Family","No","23-03-1988","House","NoSewr ","Paved","RM",373472,186736,9336800
"1082","P03950","KK Nagar",1438,"06-12-2010",27,2,1,4,"Family","Yes","13-12-1983","Commercial","NoSeWa","Gravel","RL",495012,261256,13750340
"1083","P04839","Adyar",925,"21-06-2010",19,1,1,3,"Partial","No","30-06-1975","Others","NoSeWa","Paved","RH",292021,82365,7487725
"1084","P00722","Chrompet",1280,"12-09-2013",78,2,1,4,"Family","No","16-09-1997","Others","AllPub","Paved","RM",278205,171203,10700200
"1085","P08047","Adyar",947,"11-05-2008",151,1,1,3,"AdjLand","Yes","15-05-1994","House","ELO","No Access","RL",321531,8931,8931410
"1086","P00347","T Nagar",1981,"17-06-2014",162,2,1,5,"AdjLand","No","27-06-1974","Others","AllPub","Paved","RH",543029,139238,13923830
"1087","P04625","KK Nagar",1554,"29-07-2010",169,2,1,4,"Family","No","02-08-1995","House","NoSewr ","Gravel","RL",377780,217224,9444500
"1088","P03114","Velachery",1762,"24-05-2011",196,2,1,4,"Normal Sale","Yes","02-06-1972","Others","NoSewr ","Paved","A",302593,142396,8899780
"1089","P09392","Anna Nagar",1835,"24-12-2006",52,2,1,5,"Normal Sale","No","28-12-1988","House","NoSewr ","No Access","RM",453793,113448,12605360
"1090","P03282","KK Nagar",1351,"20-04-2011",41,2,1,4,"AdjLand","Yes","26-04-1984","Others","NoSeWa","Gravel","RH",475908,128892,9914760
"1091","P02219","Chrompet",750,"13-11-2011",33,1,1,2,"Normal Sale","No","18-11-1988","Others","NoSewr ","Gravel","RL",198869,111367,7954750
"1092","P04652","Velachery",1598,"25-07-2010",7,2,1,4,"AbNormal","No","06-08-1961","Commercial","ELO","Gravel","RH",405712,183225,13087480
"1093","P10016","Velachery",1856,"27-02-2004",52,3,2,5,"Partial","Yes","08-03-1966","Others","NoSewr ","Gravel","A",348925,188608,9430410
"1094","P04574","Velachery",1584,"06-08-2010",11,2,1,4,"AdjLand","No","18-08-1961","House","NoSewr ","No Access","RL",261860,90014,8183130
"1095","P01911","Adyar",852,"16-01-2012",68,1,1,3,"Partial","No","22-01-1988","Commercial","ELO","Paved","A",317515,41778,8355660
"1096","P04130","Karapakkam",1650,"30-10-2010",14,2,2,4,"Family","Yes","10-11-1964","Commercial","NoSeWa","Paved","A",411626,84436,10554500
"1097","P01846","Karapakkam",1606,"28-01-2012",40,2,2,4,"Partial","No","31-01-2000","House","NoSewr ","Gravel","I",370293,113355,7557000
"1098","P07527","Adyar",1152,"13-10-2008",80,1,1,3,"AbNormal","Yes","23-10-1969","House","AllPub","Paved","RL",370321,60052,10008685
"1099","P03836","KK Nagar",1763,"03-01-2011",79,2,1,4,"AbNormal","Yes","08-01-1992","Others","NoSeWa","Gravel","RM",499472,304556,12182240
"1100","P00935","Anna Nagar",1969,"20-04-2013",76,2,1,5,"Normal Sale","Yes","25-04-1993","Commercial","NoSeWa","Paved","RM",893744,183332,22916500
"1101","P06912","Adyar",994,"20-04-2009",185,1,1,3,"Partial","Yes","27-04-1982","Others","NoSewr ","No Access","C",266604,14411,7205505
"1102","P00405","T Nagar",1566,"10-05-2014",68,1,1,4,"Partial","No","16-05-1989","Others","NoSeWa","Paved","RH",347987,145930,11225380
"1103","P00745","Chrompet",914,"21-08-2013",52,1,1,3,"AdjLand","Yes","23-08-2004","Commercial","ELO","No Access","RL",384331,132114,12010350
"1104","P04846","Anna Nagar",1757,"19-06-2010",19,1,1,4,"Normal Sale","No","26-06-1982","House","ELO","No Access","RM",449901,94716,11839510
"1105","P03934","Adyar",1241,"09-12-2010",62,2,2,4,"AdjLand","No","17-12-1977","Others","NoSewr ","Paved","RL",422756,95120,10568895
"1106","P09903","Velachery",1926,"07-11-2004",150,3,2,5,"Partial","No","16-11-1968","Commercial","NoSewr ","No Access","RL",518512,133332,14814620
"1107","P09299","Velachery",1531,"26-01-2007",67,2,1,4,"AbNormal","No","29-01-1995","House","NoSeWa","Paved","A",202360,134907,6745340
"1108","P06579","Adyar",928,"21-07-2009",126,1,1,3,"AbNormal","No","31-07-1969","Commercial","AllPub","No Access","RH",360254,158936,10595700
"1109","P08140","Velachery",1716,"10-04-2008",113,2,1,4,"Family","No","22-04-1963","House","NoSewr ","Paved","I",264437,62220,7777550
"1110","P04432","Velachery",1637,"01-09-2010",192,2,1,4,"AbNormal","Yes","05-09-1995","Others","AllPub","Paved","A",279459,162266,9014800
"1111","P00110","Chrompet",1286,"06-12-2014",103,2,1,4,"Normal Sale","Yes","10-12-1998","Others","AllPub","No Access","RL",320275,96082,10675820
"1112","P02720","Karapakkam",1694,"11-08-2011",61,2,2,4,"AbNormal","No","15-08-1993","Commercial","ELO","Paved","I",342165,250921,11405500
"1113","P02135","Chrompet",770,"03-12-2011",25,1,1,2,"AbNormal","No","08-12-1990","Commercial","NoSeWa","Gravel","RH",325933,98768,9876750
"1114","P09818","Velachery",1677,"13-05-2005",199,2,1,4,"AdjLand","Yes","18-05-1984","House","NoSeWa","Gravel","A",336650,132888,8859220
"1115","P08888","Adyar",790,"04-07-2007",200,1,1,2,"Normal Sale","No","11-07-1978","Commercial","NoSeWa","Gravel","I",341531,107338,9758035
"1116","P03609","Chrompet",1115,"17-02-2011",144,1,1,3,"Family","Yes","26-02-1975","House","ELO","Paved","RL",225140,108067,9005600
"1117","P06990","KK Nagar",1723,"30-03-2009",86,2,1,4,"Family","No","05-04-1986","House","AllPub","Paved","RL",283987,100769,9160860
"1118","P03240","Karapakkam",1013,"28-04-2011",164,1,1,3,"AdjLand","No","05-05-1983","Commercial","NoSewr ","No Access","RM",380440,133154,9511000
"1119","P01501","Karapakkam",1143,"29-03-2012",29,1,1,3,"Partial","No","10-04-1964","Others","NoSeWa","No Access","RL",273568,65418,5947125
"1120","P04510","KK Nagar",1676,"17-08-2010",172,2,1,4,"Partial","Yes","19-08-2000","Commercial","NoSeWa","Paved","RM",503078,121958,15244800
"1121","P08054","Adyar",960,"09-05-2008",166,1,1,3,"Family","Yes","16-05-1982","Others","ELO","Paved","I",252843,50569,8428090
"1122","P00983","T Nagar",1849,"19-03-2013",150,2,1,5,"Partial","No","24-03-1992","House","NoSewr ","Gravel","RM",482165,241082,13393470
"1123","P02798","Karapakkam",850,"24-07-2011",99,1,1,2,"Partial","No","31-07-1981","House","NoSeWa","Gravel","A",189851,58118,3874500
"1124","P01496","Chrompet",935,"31-03-2012",192,1,1,3,"Partial","Yes","06-04-1990","Commercial","NoSewr ","No Access","RL",380474,80707,11529500
"1125","P06492","Karapakkam",1247,"07-08-2009",185,1,1,3,"AbNormal","Yes","14-08-1981","Commercial","AllPub","Gravel","I",365772,150612,10758000
"1126","P02294","Karapakkam",1420,"29-10-2011",30,2,2,4,"AbNormal","No","30-10-2005","Others","NoSeWa","Gravel","RL",399608,217968,9082000
"1127","P07391","Chrompet",989,"27-11-2008",1,1,1,3,"AdjLand","No","29-11-2002","House","AllPub","Gravel","RL",232898,111791,9315900
"1128","P01190","Chrompet",1227,"06-11-2012",143,2,1,4,"Normal Sale","Yes","10-11-1996","House","NoSeWa","No Access","RH",238831,132684,8845600
"1129","P08841","Velachery",1626,"28-07-2007",102,2,1,4,"Normal Sale","No","09-08-1957","House","ELO","Pavd","I",239494,79831,7257400
"1130","P09423","Chrompet",787,"13-12-2006",162,1,1,2,"Partial","Yes","20-12-1976","Commercial","NoSeWa","No Access","RM",311799,182779,10751700
"1131","P03270","Velachery",1576,"22-04-2011",46,2,1,4,"AbNormal","Yes","30-04-1979","House","NoSewr ","No Access","RH",316988,171345,8567240
"1132","P02737","Karapakkam",594,"08-08-2011",195,1,1,2,"Family","No","18-08-1969","House","AllPub","No Access","RM",201723,69011,5308500
"1133","P01455","Chormpet",991,"25-04-2012",105,1,1,3,"AdjLand","No","03-05-1980","House","NoSeWa","Paved","RM",236655,52590,8765000
"1134","P03663","Karapakkam",684,"05-02-2011",101,1,1,2,"AdjLand","No","13-02-1978","House","NoSeWa","Gravel","A",184087,50918,3916750
"1135","P09663","Velachery",1717,"10-04-2006",26,2,1,4,"Normal Sale","No","17-04-1979","House","NoSeWa","No Access","I",221097,58959,7369890
"1136","P09262","Adyar",1195,"08-02-2007",139,1,1,3,"Partial","Yes","09-02-2002","Others","NoSewr ","Gravel","C",327780,28922,9640575
"1137","P03248","Chrompet",951,"26-04-2011",73,1,1,3,"Partial","No","28-04-2003","Commercial","NoSeWa","Gravel","RH",292230,146115,11239600
"1138","P02103","Karapakkam",825,"10-12-2011",200,1,1,2,"Normal Sale","Yes","17-12-1981","House","ELO","No Access","RM",325344,67780,6778000
"1139","P07973","KK Nagar",2498,"06-06-2008",153,4,2,6,"Partial","Yes","12-06-1985","Commercial","NoSeWa","Paved","RL",940813,422406,19200260
"1140","P01642","Karapakkam",830,"04-03-2012",93,1,1,2,"Partial","No","09-03-1992","House","AllPub","No Access","I",169680,93324,4242000
